bedrooms,bathrooms_group,log_sqft_living,log_lot,sqft_basement_cat,waterfront,view,condition,grade_categ,lat,long,zona,yr_renovated_catg,price_categ1
5,1,3.406540180433955,3.806519134080705,0,0,0,3,1,47.5191,-121.869,2,0,B1
3,0,3,3.839729375206388,0,0,0,3,1,47.7144,-122.319,1,0,B1
3,1,3.359835482339888,4.163906433457751,0,0,0,3,1,47.5874,-122.074,2,0,B1
4,1,3.5877109650189114,4.7072720285480205,0,0,0,3,2,47.3109,-122.045,1,0,B1
3,1,3.4409090820652177,4.546184716577045,0,0,0,3,1,47.465,-122.123,1,0,B1
3,0,3.161368002234975,3.9766708806248112,0,0,0,4,1,47.4215,-122.203,1,0,B1
3,1,3.4345689040341987,3.808818425092124,0,0,0,3,1,47.5422,-121.86,2,0,B1
3,0,3.110589710299249,4.005051749993996,0,0,0,3,1,47.7598,-122.146,2,0,B1
4,1,3.5289167002776547,3.99563519459755,1,0,2,4,1,47.4438,-122.34,1,0,B1
4,0,3.1986570869544226,3.9030899869919438,1,0,0,3,1,47.3467,-122.304,1,0,B1
3,0,3.3909351071033793,3.681241237375587,1,0,0,4,1,47.6343,-122.282,2,0,C1
3,0,3.2528530309798933,3.7867514221455614,0,0,0,3,1,47.508,-122.337,1,1,B1
4,1,3.3636119798921444,3.8949249773595436,1,0,0,4,1,47.5473,-122.187,2,0,B1
5,1,3.5211380837040362,4.785215906761976,0,0,0,3,1,47.4862,-121.718,1,0,C1
2,0,2.9542425094393248,3.9822712330395684,0,0,0,3,1,47.4604,-122.339,1,0,B1
2,0,3.113943352306837,3.474653253362063,0,0,0,3,1,47.703,-122.015,2,0,B1
6,1,3.6283889300503116,3.6434526764861874,1,0,0,4,1,47.5584,-122.283,1,0,C1
3,1,3.374748346010104,3.66576855071938,0,0,0,3,1,47.3794,-122.022,1,0,B1
4,1,3.298853076409707,4.478321143704149,0,0,0,3,1,47.7678,-122.272,1,0,B1
4,1,3.3404441148401185,3.8392265740134355,1,0,0,4,1,47.319,-122.373,1,0,B1
3,0,3.2355284469075487,3.61066016308988,1,0,0,4,1,47.5747,-122.287,1,0,B1
3,0,3.303196057420489,3.906981153228854,0,0,0,4,1,47.6327,-122.097,2,0,B1
3,0,3.1072099696478683,3.704579449696299,0,0,0,4,1,47.3343,-122.217,1,0,B1
2,0,3.0293837776852097,3.4771212547196626,1,0,0,4,1,47.6828,-122.353,2,0,B1
3,0,3.093421685162235,4.033423755486949,0,0,0,5,1,47.5233,-122.185,1,0,B1
4,1,3.4409090820652177,4.08278537031645,0,0,0,4,1,47.6285,-122.058,2,0,C1
3,1,3.292256071356476,3.782329268996837,0,0,0,3,1,47.6319,-122.007,2,0,B1
3,0,3.146128035678238,4.084754963179354,0,0,0,4,1,47.5926,-122.047,2,0,B1
3,0,3.0569048513364727,3.491921712586151,0,0,0,3,1,47.5707,-122.018,2,0,B1
4,1,3.4578818967339924,3.8309733973226505,0,0,0,3,1,47.539,-121.878,2,0,B1
3,0,3.0681858617461617,3.7877437716464666,0,0,0,4,1,47.4941,-122.312,1,0,B1
3,1,3.5327543789924976,4.613016830283682,0,0,0,3,2,47.3228,-122.08,1,0,C1
3,1,3.4149733479708178,3.6471872978959894,0,0,0,3,1,47.6799,-122.034,2,0,B1
2,0,2.8750612633917,3.845098040014257,0,0,0,3,1,47.5655,-121.89,1,0,B1
3,1,3.1818435879447726,4.148602654806093,0,0,0,3,1,47.6273,-122.059,2,0,B1
2,0,3.1789769472931693,3.7258299903205803,0,0,0,4,1,47.6647,-122.13,2,0,B1
3,0,3.110589710299249,3.9334872878487053,0,0,0,4,1,47.6707,-122.174,2,0,B1
4,1,3.357934847000454,3.6989700043360187,0,0,0,3,1,47.3593,-122.037,1,0,B1
3,1,3.307496037913213,4.209515014542631,0,0,0,3,1,47.5162,-122.057,2,0,B1
4,1,3.545307116465824,4.39100571835171,0,0,0,3,2,47.6772,-122.056,2,0,C1
4,1,3.2648178230095364,3.6032526619816467,0,0,0,3,1,47.6662,-122.083,2,0,B1
4,0,3.1335389083702174,4.048247531803974,0,0,0,3,1,47.4551,-122.272,1,0,B1
3,1,3.27415784926368,3.862071719379994,1,0,0,3,1,47.7574,-122.322,1,0,B1
4,0,3.305351369446624,3.7781512503836434,1,0,0,3,1,47.577,-122.302,1,0,B1
3,1,3.2095150145426308,3.024074987307426,1,0,0,3,1,47.5396,-122.026,2,0,B1
2,1,3.2695129442179165,3.544564097496043,0,0,0,3,1,47.776,-122.239,1,0,B1
4,1,3.4785664955938436,3.8708134239155974,0,0,0,3,1,47.7068,-122.112,2,0,C1
4,1,3.5705429398818973,4.149988456491476,1,0,0,4,1,47.5911,-122.177,2,0,C1
2,0,2.8512583487190755,3.053462604925455,0,0,0,4,1,47.6413,-122.329,2,0,B1
3,0,3.100370545117563,3.6989700043360187,0,0,0,4,1,47.6492,-121.915,1,0,B1
4,0,3.2833012287035497,3.683227206041435,1,0,0,2,1,47.5507,-122.381,2,0,B1
3,0,3.060697840353612,4.005695181118511,0,0,0,4,1,47.3172,-122.372,1,0,B1
3,0,3.093421685162235,3.888348010178049,1,0,0,3,1,47.714,-122.283,1,0,B1
4,1,3.4638929889859074,3.887167020894774,1,0,0,3,1,47.2842,-122.198,1,0,B1
4,1,3.303196057420489,3.87075494489014,1,0,0,5,1,47.5042,-122.265,1,0,B1
3,1,3.346352974450639,4.197473535014777,1,0,0,3,1,47.6212,-122.043,2,0,B1
2,1,3.1367205671564067,3.0569048513364727,1,0,0,3,1,47.7053,-122.342,1,0,B1
3,1,3.2648178230095364,3.4586378490256493,0,0,0,4,1,47.562,-122.393,2,0,B1
3,0,3.2013971243204513,3.850033257689769,1,0,2,3,1,47.5244,-122.386,2,0,C1
3,0,3.3384564936046046,4.00987563371216,1,0,0,4,1,47.5158,-122.281,1,0,B1
3,0,3.220108088040055,3.777209258145685,1,0,0,3,1,47.5107,-122.381,1,0,B1
3,0,3.3404441148401185,4.13586381379987,0,0,0,4,1,47.3542,-122.098,1,0,B1
3,0,3.290034611362518,3.8609366207000937,1,0,0,3,1,47.7187,-122.33,1,0,B1
4,1,3.315970345456918,3.630427875025024,0,0,0,3,1,47.773,-122.265,1,0,B1
3,0,3.3404441148401185,3.846398973034675,1,0,2,4,1,47.5033,-122.232,1,0,B1
3,1,3.255272505103306,4.021189299069938,0,0,0,3,1,47.3879,-122.032,1,0,B1
3,1,3.0755469613925306,4.134495855834674,0,0,0,3,1,47.4813,-121.735,1,0,B1
3,0,3.2121876044039577,3.6309361190641916,0,0,3,3,1,47.6851,-122.322,2,0,B1
3,0,3.12057393120585,3.8497878242376857,0,0,0,4,1,47.6131,-122.123,2,0,B1
5,1,3.5538830266438746,4.22502482910913,0,0,0,5,1,47.5364,-122.239,2,0,C1
3,0,3.225309281725863,3.949877704036875,0,0,0,4,1,47.7011,-122.375,2,0,B1
3,1,3.3560258571931225,3.7431960814487013,0,0,0,3,1,47.5389,-121.881,2,0,B1
3,0,3.113943352306837,3.9242792860618816,0,0,0,4,1,47.368,-122.315,1,0,B1
4,1,3.3096301674258988,3.7611758131557314,0,0,0,3,1,47.3522,-122.059,1,0,B1
4,1,3.2355284469075487,3.5459253293558426,1,0,2,3,1,47.591,-122.293,1,0,B1
3,0,3.5634810853944106,4.3504418565350615,1,0,3,4,1,47.6972,-122.4,2,0,C1
3,0,2.9242792860618816,3.7558748556724915,0,0,0,4,1,47.3948,-122.028,1,0,B1
3,0,3.416640507338281,3.7781512503836434,1,0,0,5,1,47.675,-122.289,2,0,C1
3,0,3.2671717284030137,3.4466924663715273,1,0,0,3,1,47.6871,-122.336,2,0,B1
5,1,3.5899496013257077,3.960470777534299,0,0,0,3,1,47.5407,-121.86,2,0,C1
3,1,3.3820170425748683,3.985336641735613,1,0,1,4,1,47.6996,-122.391,2,0,C1
4,0,3.1931245983544616,3.8750612633917,0,0,0,4,1,47.7281,-122.181,1,0,B1
3,1,3.5599066250361124,3.97657921864011,0,0,0,3,2,47.6544,-122.085,2,0,C1
3,0,3.1760912590556813,3.795184589682424,0,0,0,4,1,47.7281,-122.311,1,0,B1
4,0,3.2174839442139063,3.8573324964312685,1,0,0,3,1,47.3944,-122.187,1,0,B1
3,0,2.9731278535996988,4.037027879755775,0,0,0,4,1,47.2763,-122.257,1,0,B1
3,1,3.2430380486862944,3.962179852908768,1,0,0,4,1,47.7696,-122.325,1,0,B1
3,0,3.184691430817599,3.15896526038341,0,0,0,3,1,47.6692,-122.372,2,0,B1
3,1,3.406540180433955,3.694956002249818,1,0,0,4,1,47.5758,-122.287,1,0,C1
4,1,3.5024271199844326,4.004536317851323,0,0,0,4,1,47.5328,-122.226,2,0,C1
4,0,3.3242824552976926,3.617000341120899,1,0,0,3,1,47.5836,-122.387,2,1,C1
4,0,3.3010299956639813,3.9395192526186187,1,0,0,5,1,47.374,-122.141,1,0,B1
3,1,3.315970345456918,3.9242792860618816,0,0,0,4,1,47.3099,-122.206,1,0,B1
4,1,3.4608978427565478,3.763502865467597,0,0,0,3,1,47.7349,-122.238,1,0,B1
4,1,3.423245873936808,4.262332413822627,0,0,0,3,1,47.6075,-122.154,2,0,C1
3,0,3.161368002234975,3.6020599913279625,1,0,1,4,1,47.5554,-122.266,1,0,B1
3,1,3.184691430817599,3.204662511748219,1,0,0,3,1,47.5555,-122.362,1,0,B1
5,1,3.615950051656401,4.017200343523835,0,0,0,3,2,47.5556,-122.03,2,0,C1
4,1,3.507855871695831,4.16025838620267,0,0,0,3,1,47.6261,-122.047,2,0,B1
4,1,3.56702636615906,4.048868895739931,1,0,3,4,2,47.6434,-122.412,2,0,C1
3,0,3.130333768495006,3.901621764093357,0,0,0,3,1,47.4323,-122.292,1,0,B1
4,0,3.3201462861110542,3.6334684555795866,1,0,0,4,1,47.5555,-122.397,2,0,B1
3,1,3.130333768495006,3.074084689028244,1,0,0,3,1,47.6786,-122.375,2,0,B1
3,0,3.3729120029701067,3.9185545305502734,1,0,0,4,1,47.6738,-122.281,2,0,C1
4,0,3.2013971243204513,3.9590413923210934,1,0,0,3,1,47.4465,-122.156,1,1,B1
3,0,3.130333768495006,5.217726028804685,0,0,3,5,1,47.2217,-122.063,1,0,B1
3,0,3.361727836017593,3.6989700043360187,1,0,0,4,1,47.6521,-122.413,2,0,B1
6,1,3.725094521081469,4.1052035157103415,1,0,2,3,2,47.5696,-122.213,2,0,C1
3,1,3.432969290874406,4.117933835039642,0,0,0,3,2,47.6718,-122.256,2,0,C1
5,1,3.6009728956867484,3.584218112117405,1,0,0,4,1,47.6236,-122.299,2,0,B1
4,1,3.4712917110589387,3.6330642726914992,1,0,0,3,1,47.6526,-122.372,2,0,C1
3,0,3.089905111439398,4.007320952922744,0,0,0,3,1,47.4437,-121.772,1,0,B1
4,0,3.2095150145426308,3.6363875858131567,0,0,0,3,1,47.5728,-122.388,2,0,B1
4,1,3.6283889300503116,4.2875106103037455,1,0,2,4,1,47.5578,-122.212,2,0,C1
3,0,3.2833012287035497,4.6390878710837375,1,0,0,4,1,47.6052,-122.044,2,0,B1
5,1,3.534026106056135,3.62490060220449,1,0,0,3,1,47.6799,-122.304,2,0,C1
3,0,3.1271047983648077,3.8687032022785366,0,0,0,4,1,47.3837,-122.317,1,0,B1
6,1,3.413299764081252,4.0511525224473814,1,0,0,4,1,47.4608,-122.196,1,0,B1
3,1,3.5171958979499744,4.9056393982672235,1,0,2,4,1,47.504,-122.464,1,0,B1
5,0,3.3944516808262164,3.6434526764861874,1,0,0,3,1,47.6046,-122.3,2,0,B1
3,0,3.225309281725863,4.300552008792885,1,0,0,3,1,47.3924,-122.308,1,0,B1
4,1,3.6757783416740852,4.882125919770032,0,0,0,3,2,47.5931,-122.071,2,0,C1
3,1,3.326335860928751,3.8836614351536176,0,0,0,4,1,47.4923,-122.178,1,0,B1
3,1,3.184691430817599,3.485153349903652,0,0,0,3,1,47.6817,-122.035,2,0,B1
4,1,3.286456469746983,3.754118894225413,0,0,0,3,1,47.2602,-122.252,1,0,B1
4,0,3.439332693830263,3.7424894645817752,1,0,0,3,1,47.6513,-122.368,2,1,C1
3,1,3.2068258760318495,3.823148059810694,0,0,0,4,1,47.4296,-122.161,1,0,B1
2,1,3.3443922736851106,3.6473829701146196,1,0,0,4,1,47.6305,-122.3,2,0,C1
3,1,3.311753861055754,3.305351369446624,1,0,0,3,1,47.6235,-122.306,2,0,C1
4,1,3.459392487759231,3.9242792860618816,1,0,4,3,1,47.7704,-122.386,2,1,C1
4,1,3.437750562820388,4.110556042755381,0,0,0,4,2,47.5811,-122.028,2,0,C1
3,1,3.3324384599156054,3.99563519459755,1,0,0,3,1,47.6647,-122.149,2,0,B1
4,1,3.326335860928751,4.035069344421104,1,0,0,4,1,47.556,-122.156,2,0,C1
2,0,3.311753861055754,4.075546961392531,0,0,0,4,1,47.6209,-122.219,2,0,C1
3,0,3.292256071356476,3.981501488148247,0,0,0,2,1,47.505,-122.171,1,0,B1
4,1,3.4913616938342726,4.563029944315808,0,0,0,3,2,47.7646,-122.065,2,0,C1
4,0,3.432969290874406,3.6766936096248664,1,0,0,4,1,47.6756,-122.305,2,0,C1
4,1,3.640481436970422,4.035829825252828,0,0,0,3,2,47.5066,-122.148,1,0,C1
4,0,3.401400540781544,3.8573324964312685,1,0,2,5,1,47.4835,-122.192,1,0,B1
3,0,3.322219294733919,4.189770956346874,0,0,0,3,1,47.2924,-122.271,1,0,B1
3,0,3.1760912590556813,4.142733511313519,0,0,0,4,1,47.5866,-122.175,2,0,B1
3,0,3.278753600952829,3.931457870689005,1,0,0,3,1,47.4868,-122.303,1,0,B1
4,1,3.330413773349191,3.948119424380536,0,0,0,3,1,47.2654,-122.217,1,0,B1
3,1,3.173186268412274,2.9885589568786157,1,0,0,3,1,47.5567,-122.363,1,0,B1
3,0,3.305351369446624,3.6148972160331345,1,0,0,4,1,47.5514,-122.271,1,0,B1
4,1,3.450249108319361,3.924692703020186,0,0,0,3,1,47.7538,-122.325,1,0,B1
2,0,2.8808135922807914,3.7403626894942437,0,0,0,3,1,47.5045,-122.329,1,0,B1
3,1,3.290034611362518,3.62293896921149,0,0,0,3,1,47.3613,-122.081,1,0,B1
4,0,3.1903316981702914,3.6825962914605532,0,0,0,3,1,47.667,-122.336,2,0,B1
5,1,3.4871383754771865,4.543956354265588,0,0,0,3,1,47.4721,-122.148,1,0,B1
2,0,2.8692317197309762,3.8048206787211623,0,0,0,3,1,47.6929,-122.318,2,0,B1
3,0,3.1335389083702174,3.735997884091794,0,0,0,4,1,47.6071,-122.123,2,0,B1
5,1,3.4533183400470375,3.795184589682424,1,0,0,5,1,47.6285,-122.309,2,0,C1
3,0,3.1986570869544226,3.5756496147552195,1,0,0,3,1,47.672,-122.397,2,0,B1
3,1,3.606381365110605,3.8573324964312685,1,0,2,4,1,47.6288,-122.284,2,0,C1
4,0,3.230448921378274,3.905418068702542,1,0,0,3,1,47.4758,-122.288,1,0,B1
3,1,3.2528530309798933,5.364181265606748,1,0,0,3,1,47.7558,-122.027,2,0,B1
2,0,3.0043213737826426,2.916453948549925,0,0,0,3,1,47.7124,-122.301,1,0,B1
4,1,3.4653828514484184,4.666096585412432,0,0,0,4,1,47.569,-121.962,1,0,C1
4,0,3.1931245983544616,3.9020028913507296,1,0,0,4,1,47.5093,-122.387,1,0,B1
2,0,2.934498451243568,3.7634279935629373,0,0,0,5,1,47.4979,-122.183,1,0,B1
2,0,3.041392685158225,4.250834579996684,1,0,0,3,1,47.7728,-121.9,1,0,B1
3,0,3.24551266781415,4.03261876085072,0,0,0,3,1,47.5938,-122.154,2,0,B1
3,1,3.3820170425748683,3.6327608884794387,0,0,0,3,1,47.5196,-121.869,2,0,B1
3,1,3.100370545117563,3.0831441431430524,0,0,0,3,1,47.6969,-122.343,2,0,B1
3,0,3.012837224705172,3.6611498572447867,0,0,0,3,1,47.4231,-122.329,1,0,B1
3,0,3.2329961103921536,3.942851006554337,0,0,0,4,1,47.6945,-122.188,2,0,B1
3,0,3.1583624920952498,3.7481880270062002,1,0,0,4,1,47.4947,-122.185,1,1,B1
4,1,3.247973266361807,3.8238653093245114,0,0,0,3,1,47.2877,-122.349,1,0,B1
3,0,3.3783979009481375,3.8380931384455983,0,0,1,5,1,47.6839,-122.274,2,0,C1
4,0,3.3521825181113627,4.004665233247877,0,0,0,4,1,47.5922,-122.118,2,0,B1
3,0,2.9590413923210934,3.821513528404773,0,0,0,4,1,47.6947,-122.346,2,0,B1
2,0,2.8512583487190755,3.6020599913279625,0,0,0,3,1,47.5535,-122.269,1,0,B1
4,0,3.155336037465062,3.9242792860618816,1,0,0,3,1,47.7417,-122.172,2,0,B1
4,1,3.4099331233312946,3.6586790285824486,0,0,0,3,1,47.367,-122.115,1,0,B1
4,1,3.385606273598312,3.8744818176994666,0,0,0,3,1,47.4406,-122.139,1,0,B1
4,1,3.1931245983544616,3.94546858513182,1,0,3,3,1,47.3382,-122.257,1,0,B1
3,1,3.3242824552976926,3.6020599913279625,1,0,2,4,1,47.5696,-122.375,1,0,B1
3,1,3.296665190261531,3.8402315949581087,0,0,0,5,1,47.396,-122.184,1,0,B1
3,0,3.3654879848909,4.74699984856283,0,0,2,4,1,47.3121,-122.253,1,0,B1
2,0,3.1818435879447726,3.526339277389844,1,0,0,4,1,47.6815,-122.382,2,0,B1
3,1,3.2278867046136734,3.8628466599829387,1,0,0,3,1,47.2639,-122.303,1,0,B1
3,0,3.546542663478131,4.0916669575956846,1,0,4,4,1,47.5837,-122.382,2,0,C1
3,1,3.3820170425748683,4.075546961392531,1,0,2,4,1,47.3384,-122.34,1,0,B1
3,1,3.401400540781544,4.725446067324357,0,0,0,3,1,47.743,-121.925,1,0,B1
3,0,3.0043213737826426,3.9822712330395684,0,0,0,5,1,47.3828,-122.09,1,0,B1
4,0,3.2576785748691846,3.942008053022313,1,0,0,2,1,47.4307,-122.17,1,0,B1
3,0,3.093421685162235,3.9635989625972416,0,0,0,3,1,47.7562,-122.094,2,0,B1
4,1,3.482873583608754,4.132227660733368,0,0,0,3,2,47.522,-122.149,1,0,C1
3,1,3.3443922736851106,3.9356080185178692,0,0,0,3,1,47.5715,-122.02,2,0,B1
4,1,3.290034611362518,3.7364761820276966,0,0,0,3,1,47.4341,-122.144,1,0,B1
3,1,3.255272505103306,3.8643924051505887,0,0,0,3,1,47.5747,-122.008,2,0,B1
4,1,3.2909245593827543,3.7054360465852505,0,0,0,3,1,47.2606,-122.253,1,0,B1
3,0,3.155336037465062,4.298874899704699,0,0,0,4,1,47.7558,-122.229,1,0,B1
2,0,2.9030899869919438,3.7075701760979363,0,0,0,3,1,47.6775,-122.388,2,0,B1
3,0,3.0253058652647704,3.7481880270062002,1,0,0,4,1,47.5116,-122.379,1,0,B1
1,0,2.9542425094393248,3.8750612633917,0,0,0,3,1,47.7553,-122.283,1,1,B1
3,1,3.3201462861110542,3.983175072037813,1,0,0,3,1,47.2741,-122.337,1,0,B1
3,1,3.3636119798921444,3.716003343634799,1,0,0,4,1,47.6357,-122.397,2,0,C1
3,1,3.4756711883244296,5.317605832093066,0,0,0,3,1,47.662,-121.944,1,0,C1
3,1,3.404833716619938,3.677606952720493,0,0,0,3,1,47.3452,-122.022,1,0,B1
4,1,3.3384564936046046,4.031570032141101,1,0,0,5,1,47.7711,-122.341,1,0,B1
3,0,3.0969100130080562,3.864511081058392,0,0,0,3,1,47.5074,-122.163,1,0,B1
4,0,3.247973266361807,3.865991800126275,0,0,0,3,1,47.5393,-122.351,1,0,B1
3,1,3.2671717284030137,3.6989700043360187,0,0,0,2,1,47.6711,-122.386,2,0,C1
4,0,3.285557309007774,4.176091259055681,0,0,0,5,1,47.3864,-122.312,1,0,B1
3,0,3.220108088040055,3.8446014196263465,1,0,0,5,1,47.7576,-122.318,1,0,B1
2,0,3.2405492482826,3.7323937598229686,1,0,0,4,1,47.6971,-122.282,2,0,B1
4,0,3.1583624920952498,3.8694664100808667,1,0,0,3,1,47.5328,-122.379,1,0,B1
2,0,2.9822712330395684,3.262213705476417,0,0,0,3,1,47.6032,-122.308,2,0,B1
3,0,3.303196057420489,3.8461514765288154,0,0,3,3,1,47.6828,-122.267,2,1,C1
2,0,3.1335389083702174,3.7350397050337207,0,0,0,3,1,47.3804,-122.32,1,1,B1
2,0,3.164352855784437,3.964118143151485,1,0,0,3,1,47.7195,-122.287,1,0,B1
3,0,3.041392685158225,3.716003343634799,0,0,0,4,1,47.3643,-122.081,1,0,B1
3,1,3.296884475538547,3.7558748556724915,0,0,0,3,1,47.3668,-122.178,1,0,B1
3,0,2.99563519459755,3.870403905279027,0,0,0,5,1,47.2898,-122.221,1,0,B1
3,1,3.3324384599156054,3.9149246482051483,0,0,0,3,1,47.5085,-122.15,1,0,B1
2,0,2.9542425094393248,3.6532125137753435,0,0,0,3,1,47.4881,-122.204,1,0,B1
3,0,3.2278867046136734,4.00268431298973,1,0,2,5,1,47.5102,-122.241,1,0,B1
3,1,3.3560258571931225,3.895753942073728,0,0,0,4,2,47.5622,-122.022,2,0,C1
3,0,3.326335860928751,4.499192034710057,1,0,0,3,1,47.4938,-122.298,1,0,B1
3,0,3.1398790864012365,3.9312544064164134,0,0,0,4,1,47.4374,-122.335,1,0,B1
2,0,3.0644579892269186,4.508543185258071,1,0,0,3,1,47.3537,-121.939,1,1,B1
4,1,3.5440680443502757,3.876160084825628,0,0,0,3,1,47.6799,-122.024,2,0,C1
3,1,3.3201462861110542,3.929674317948588,0,0,0,3,1,47.7195,-122.371,2,1,B1
3,1,3.5575072019056577,5.030947665729787,1,1,3,3,1,47.3351,-122.362,1,1,B1
4,0,3.247973266361807,3.99334803992326,1,0,0,3,1,47.6208,-122.099,2,0,B1
4,0,3.34143452457814,3.4282968139828798,1,0,0,3,1,47.6965,-122.342,2,0,B1
4,0,3.2624510897304293,3.9822712330395684,1,0,0,4,1,47.5728,-122.125,2,0,B1
3,0,3.1986570869544226,3.6955692270361857,0,0,0,3,1,47.3338,-122.053,1,0,B1
4,1,3.4983105537896004,4.136720567156407,0,0,0,4,1,47.5309,-122.224,2,0,C1
4,1,3.630427875025024,4.932691871847833,0,0,0,3,2,47.7711,-122.048,2,0,C1
5,0,3.1398790864012365,3.8819549713396007,1,0,0,3,1,47.5279,-122.345,1,0,B1
3,0,3.167317334748176,4.045792232729559,0,0,0,3,1,47.7462,-122.294,1,0,B1
3,0,3.1367205671564067,3.7782236267660965,1,0,0,5,1,47.5646,-122.317,1,0,B1
3,1,3.4183012913197452,3.681241237375587,0,0,0,3,1,47.6849,-122.037,2,0,B1
3,1,3.4578818967339924,4.409307423951978,0,0,0,3,2,47.2769,-122.333,1,0,B1
2,0,2.9190780923760737,3.0322157032979815,0,0,0,3,1,47.6058,-122.319,2,0,B1
3,0,3.1522883443830563,3.8987251815894934,0,0,0,4,1,47.2931,-122.188,1,0,B1
3,1,3.303196057420489,3.7323133274712426,0,0,0,3,1,47.3338,-122.052,1,0,B1
2,0,2.8976270912904414,4.050534419540123,0,0,0,4,1,47.4413,-122.349,1,0,B1
4,1,3.3324384599156054,3.9312544064164134,1,0,3,4,1,47.5663,-122.163,2,0,C1
2,0,3.1702617153949575,3.1300119496719043,1,0,0,3,1,47.5439,-122.386,2,0,B1
4,1,3.513217600067939,4.001387523486641,1,0,0,3,1,47.7203,-122.323,1,0,B1
3,1,3.1908917169221698,3.5654936298688624,0,0,0,3,1,47.3205,-122.178,1,0,B1
5,0,3.311753861055754,4.008600171761918,1,0,0,3,1,47.4136,-122.333,1,0,B1
3,0,3.2355284469075487,3.6232492903979003,0,0,0,3,1,47.6285,-122.301,2,1,C1
5,1,3.4800069429571505,3.963173716375252,0,0,0,3,1,47.6806,-122.167,2,0,C1
3,1,3.5171958979499744,3.6989700043360187,1,0,0,3,1,47.6582,-122.28,2,0,C1
2,0,2.8976270912904414,3.860457795423471,0,0,0,3,1,47.5048,-122.365,1,0,B1
4,1,3.5440680443502757,4.142232991794714,1,0,4,4,1,47.5083,-122.388,1,0,C1
3,0,3.2576785748691846,3.8573324964312685,1,0,0,4,1,47.7493,-122.351,1,0,B1
3,0,3.143014800254095,3.3330440298234874,0,0,0,3,1,47.5506,-122.29,1,0,B1
3,1,3.406540180433955,3.779668627207148,0,0,0,3,1,47.3828,-122.211,1,0,B1
5,0,3.3180633349627615,4.207284205912198,1,0,0,5,1,47.3424,-122.289,1,0,B1
2,1,3.1335389083702174,3.4302363534115106,0,0,0,3,1,47.3492,-122.025,1,0,B1
5,1,3.4712917110589387,4.180469961659198,0,0,0,3,1,47.6689,-122.179,2,0,C1
4,1,3.361727836017593,3.886490725172482,1,0,0,3,1,47.7137,-122.322,1,0,B1
3,0,3.296665190261531,3.5471591213274176,1,0,0,4,1,47.6847,-122.368,2,0,C1
3,1,3.330413773349191,3.9773577295453015,0,0,0,3,1,47.3289,-122.204,1,0,B1
3,1,3.3979400086720375,3.8890774926500637,1,0,0,4,2,47.6393,-122.311,2,0,C1
3,0,3.298853076409707,3.9819997141298784,1,0,0,3,1,47.6617,-122.137,2,0,B1
3,0,3.143014800254095,3.8573324964312685,0,0,0,3,1,47.434,-122.154,1,0,B1
4,0,3.2600713879850747,3.9708116108725178,0,0,0,4,1,47.6288,-122.098,2,0,B1
2,0,3.1398790864012365,3.966188680956137,0,0,0,3,1,47.7486,-122.249,1,0,B1
2,0,2.8976270912904414,3.8544882250444306,0,0,0,4,1,47.4869,-122.324,1,0,B1
3,0,3.2329961103921536,3.77757180469141,1,0,0,4,1,47.6861,-122.354,2,0,B1
5,1,3.399673721481038,4.450018039156207,1,0,0,4,1,47.7719,-122.282,1,0,B1
3,0,3.315970345456918,4.57868504337869,1,0,0,4,1,47.425,-122.186,1,0,B1
4,1,3.5998830720736876,4.010681493131443,0,0,0,3,2,47.5873,-122.196,2,0,C1
3,0,3.1335389083702174,4.024198232206868,0,0,0,4,1,47.2983,-122.374,1,0,B1
3,0,3.437750562820388,4.371160255524272,0,0,4,3,2,47.319,-122.26,1,0,B1
3,0,3.303196057420489,3.976808337338066,1,0,0,3,1,47.7102,-122.281,1,0,B1
3,0,3.2174839442139063,4.051384084426689,1,0,0,4,1,47.4707,-122.26,1,0,B1
4,1,3.514547752660286,3.9845273133437926,1,0,3,4,1,47.409,-122.333,1,0,C1
4,1,3.5185139398778875,4.010723865391773,1,0,0,3,1,47.5873,-122.249,2,1,C1
4,1,3.4345689040341987,5.2643998495319115,0,0,0,3,1,47.6749,-122.002,2,1,C1
4,1,3.6444385894678386,3.9091279419892606,1,0,4,3,2,47.5888,-122.392,2,0,C1
4,0,3.146128035678238,3.859858520480993,0,0,0,3,1,47.4339,-122.291,1,0,B1
3,1,3.2600713879850747,3.9451730461739003,1,0,0,3,1,47.7162,-122.309,1,0,B1
4,1,3.424881636631067,3.6108730003800518,0,0,0,3,1,47.3414,-122.055,1,0,B1
3,1,3.1528995963937474,3.5654936298688624,0,0,0,3,1,47.3204,-122.178,1,0,B1
4,1,3.531478917042255,3.8500945943867007,0,0,0,3,1,47.5661,-122.123,2,0,C1
3,0,3.0791812460476247,4.203032887014711,0,0,0,3,1,47.7163,-122.299,1,0,B1
3,0,3.359835482339888,3.975431808509263,1,0,0,3,1,47.5692,-122.1,2,0,B1
4,1,3.3636119798921444,3.7520484478194387,1,0,2,3,1,47.513,-122.252,1,1,B1
2,0,3.250420002308894,3.655138434811382,1,0,0,5,1,47.5798,-122.404,2,0,B1
3,1,3.155336037465062,3.9614210940664485,1,0,0,3,1,47.3239,-122.35,1,0,B1
2,0,2.7323937598229686,3.3979400086720375,0,0,0,3,1,47.6729,-122.383,2,0,B1
3,1,3.429752280002408,3.6829569263012085,0,0,0,3,1,47.5302,-121.849,2,0,B1
